Subject Common Name,Subject Org Name,Country Name,Org Unit Name,Validity Period,Key Signature,Serial Number,SHA1,SHA2,Issuer Subject Common Name,Issuer Subject Org Name,Issuer Country,Issuer Org Unit Name
Attorney Generals Department Public CA,Attorney Generals Department,AU,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-07-21 => 2025-07-20,RSA 2048 / sha256WithRSAEncryption,47e60dc1f45ad99c27d29a12f6c0980b,4FD4EB21200E4F8ECB9A5FBC93E8F98986C163BB,CEF711147D8B0A1DC5200B8383BED23C1D294F2F89EBFE179D2501EA5E24AB8A,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
CertiSur Class 2 CA - G3,CertiSur S.A.,,Symantec Trust Network,2015-08-18 => 2025-08-17,RSA 2048 / sha256WithRSAEncryption,02c1aec63d80c5c5a4b821eb34cd2dff,DB34DC364859F3789F07CE5DB0C76CBC3CCED47A,041E70B7DDDD0F2F90F285C4C71E0E20533312A10773794A21B5791EC8755958,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Data Management Intermediate Certificate Authority,Fresenius Kabi AG,US,Fresenius Kabi USA,2015-08-25 => 2025-08-25,RSA 2048 / sha256WithRSAEncryption,0e8b75241b550fef5886bbaea4ece1c0,184046C179A03745780EAA8D0FF1FDCF3C0EF773,54837EF7B5AC4AA23606A15EF30DE46E9BB7E23E60F6ED4F2612092B94EDC68F,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
Google CA1,"Google, Inc.",US,,2015-08-25 => 2025-08-25,RSA 2048 / sha256WithRSAEncryption,0bd13983f02c65441ffe49dd560e5e2c,0D16EA803B2158D8C5E75B867A5C4D83BF5B34D8,438F473EBFC8884EF5D3E0D52D264CDBE56CA382D9EBFC689D77489409F55A6E,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
Data Management Intermediate CA2,Fresenius Kabi AG,US,,2020-10-09 => 2025-08-25,RSA 2048 / sha256WithRSAEncryption,08560fa20ab6a40045079262034152ee,3154B93C53DE028D93C8A9DED2F04282A657B397,422F9D4E68134E362B7569E5298A173CEC40C7C7274B2263A9BC8ADA1D1A23FA,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
Telenor Norge AS EDC CA - G2,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-09-03 => 2025-09-02,RSA 2048 / sha256WithRSAEncryption,4bb55060c1f6772e84c1bf8cdfb6fb17,D93C3C309071A5FBBCA28C45311F763AEF2DBE62,BC8EB15B0FEE05D953758E1D2C29A9E7D1E1B5AFD5659AB95E981F6F75BD1D71,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Telenor Norge AS NF CA - G2,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-09-03 => 2025-09-02,RSA 2048 / sha256WithRSAEncryption,7ecb51fca830f0c70bb4317f6f453f2b,5C70FE74FA85CBC50F435E83F5C9D75BEF634E8E,22261C8F0BCD85571AF2F801C47712E6C16DCAE3C7DFC4CD2451D9C538B349D1,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Telenor Norge AS Test EDC CA - G2,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-09-03 => 2025-09-02,RSA 2048 / sha256WithRSAEncryption,1e44cd3b7ed1ba22d7141dc02ad5db02,492B847473A37403B5EF548EC6031C50F7D78C84,26661F230442332E5F8F109C05A3FAA3EA339C29D22B07B8D1A048C693FA1F0C,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Telenor Norge AS Test NF CA - G2,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-09-03 => 2025-09-02,RSA 2048 / sha256WithRSAEncryption,13796e1310dc9dcd1bc1a210d17f8602,771042A3D6B0A15CF6B5454775EAB8C5FF05D443,597D5A286729E73A324E5665CEE4B97FDD5A9FD14EBA4B903319A16CFC946680,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Nedbank Limited Public CA,Nedbank Limited,ZA,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-09-10 => 2025-09-09,RSA 2048 / sha256WithRSAEncryption,0205d36c1cefbb2f4618b32675d26a04,7367F987FF9C3664E3DA515B0CE4F75A9CB4EAB6,267D014C81E6D02ED5898306B64D7B5EA91BAF9DB3183CF3BC64C25D2B35CAE6,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
Veritas Technologies LLC Class 2 Employee CA,Veritas Technologies LLC,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-09-10 => 2025-09-09,RSA 2048 / sha256WithRSAEncryption,2af9f4e2d580056e141bdb799eb3f09c,4F32F193319DAF525F31C9D5C59015E8DE05714A,1AB7DCA7F8B28027F2B71FBBA8CB87162FE112C47AC4D09638C8EA01915A177D,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
Symantec Class 1 Individual Subscriber CA - G5,Symantec Corporation,US,"Symantec Trust Network,Persona Not Validated",2015-10-01 => 2025-09-30,RSA 2048 / sha256WithRSAEncryption,0702a21a85b84b659e180a6ee6f5a365,105A58CEFC9248A95A13664BA0310365F53DA40B,42A5FBCA2D6AA262FF62333AB78699CE1E4BF1CF5F49F806FD324CBE5BB62CF4,VeriSign Class 1 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Asciano CA,ASCIANO EXECUTIVE SERVICES PTY LTD,AU,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-11-03 => 2025-11-02,RSA 2048 / sha256WithRSAEncryption,7d781bb197db73b5089dd3a928c0e9d1,2C885B08F1DB24EF832C21989C2449E8871F3E99,5FC7C6E19AF873E0941D7C6AB344D3E6E4F73DD67693FADFA2DA9C6438AC1A1A,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Sydney Trains CA,Sydney Trains,AU,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-11-24 => 2025-11-23,RSA 2048 / sha256WithRSAEncryption,0e03c5c6051ec0697934c736e3423f14,975820644786725B41106BC09B8A261E1D91DD17,BD80A335B5EBB7279960E0B5802257C256062895F33D3DCBC0B7CB7199DFA75F,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Feddersen Heuer Public CA,Heuer und Partner - Rechtsanwälte mbB,DE,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-01-05 => 2026-01-04,RSA 2048 / sha256WithRSAEncryption,47f12e271c7123a55d56dd6cf4c75c11,062B3DBAB67A6AD0A70494567FE2B8D5D7C39F78,A402AA0AE53F484A07BF4E35B55D1274127650AD6145E243B719330B92B2A10A,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Symantec Class 3 ECC 256 bit EV CA - G3,Symantec Corporation,US,Symantec Trust Network,2016-01-07 => 2026-01-06,EC 256 / sha384ecdsaWithECEncryption,4934b1b39646024939700c645b4f1fa0,5CEBF03C1A8FE1EA161957ACF94466D1A88D74C4,4B2CBA18EFBCE6C3C4A80AAABC952337000CD9346B768D062412A2DED846EDC9,Symantec Class 3 Public Primary Certification Authority - G4,Symantec Corporation,US,Symantec Trust Network
Symantec Class 3 EV SSL CA - G4,Symantec Corporation,US,Symantec Trust Network,2016-01-07 => 2026-01-06,RSA 3072 / sha384WithRSAEncryption,5398d1998c7cbf2310c0f999a0051833,A5653F4A816E00097CCF0FCC656A891B29BE1993,31862233620E789330CC893E8B5E66705331B8B88B0ED30A44574D9E0A71C4F1,Symantec Class 3 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
DigiCert Assured ID Code Signing CA-1,DigiCert Inc,US,www.digicert.com,2011-02-11 => 2026-02-10,RSA 2048 / sha1WithRSAEncryption,0fa8490615d700a0be2176fdc5ec6dbd,409AA4A74A0CDA7C0FEE6BD0BB8823D16B5F1875,3C8B0D5C2ADF2F7090A9B8FF452A4141833DEAA05B5F44E9513DB94BFDF1D6BD,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
DigiCert High Assurance Code Signing CA-1,DigiCert Inc,US,www.digicert.com,2011-02-11 => 2026-02-10,RSA 2048 / sha1WithRSAEncryption,02c4d1e58a4a680c568da3047e7e4d5f,E308F829DC77E80AF15EDD4151EA47C59399AB46,007D2C8B15786232BAC0EAA31F60AAE06DC572921BAD0D46C77107D8C2DCA4B3,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
DigiCert High Assurance Code Signing CA-1,DigiCert Inc,US,www.digicert.com,2011-02-10 => 2026-02-10,RSA 2048 / sha1WithRSAEncryption,081c57ee5d70eb9ba0b1520c729c1b09,7F82DC9C382FD176924B6088FB27D8EAF9F7873A,BEAF46D0FF62645F56BE11830DDEFC663379619F337E85713491C83AE179481D,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
DigiCert Assured ID Code Signing CA-1,DigiCert Inc,US,www.digicert.com,2011-02-10 => 2026-02-10,RSA 2048 / sha1WithRSAEncryption,07f4736fafef408a1f6640f265d10ac1,B170A10819BEA936905D719E643399783E1F4567,E57208CBFD286CE9718267E44491CB5B435C95BB09DC9720F5B64B25AC7974CD,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
ATT Services Inc Email Certificates CA - G2,ATT Services Inc,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-03-03 => 2026-03-02,RSA 2048 / sha256WithRSAEncryption,4775dbf005a1f891bbe575e369352c82,E39935C69437C694CF9A5DAC7FAEAF32FEE9DF8F,AE7A31EB7007A6F64237387343C083D11950F1D6D546EDDAD8B5AA3DAC30B70C,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Voya Public Issuing CA1,Voya Financial,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-03-04 => 2026-03-03,RSA 2048 / sha256WithRSAEncryption,45858adc4d825b0580fab82b2ebb4286,C599BA1051FD7F1432F39750D3A66325BBC683E9,63B7404D57FE17FD7E32DAC98D934EC98AB69F64D0338987193657A64364BE60,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Blue Cross and Blue Shield of Florida CA G3,"Blue Cross and Blue Shield of Florida, Inc.",US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-05-03 => 2026-05-02,RSA 2048 / sha256WithRSAEncryption,1555da0aa76bc5f8f4171432dc818cdd,A0AD4993182EB32C51240DE78D366B83CFA5662A,BBCA83E909A956AA38BA04EA5FC6A6A13F99495DA1E23981BE5BEDE03970450A,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Blue Cross Blue Shield of Florida CA G3,"Blue Cross and Blue Shield of Florida, Inc.",US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-05-05 => 2026-05-04,RSA 2048 / sha256WithRSAEncryption,1d48798bee5b9c06e81725c1abb81521,6BAEF7AD79D416CDD4240FCA964F3F316CBA4DEF,30C955BBF62B0E73573DDD9564A51235ED40B3B5BBDD5E9B5561D64F96AD65D6,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Cosapi Data Public CA - G2,Cosapi Data S.A.,PE,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-05-12 => 2026-05-11,RSA 2048 / sha256WithRSAEncryption,59993a23dec78e77c1f3e5264fe3711c,E0308CA60E4624BE0A0F159B96DB2293C6668F75,AFCD78EBA95C0801A2FEBAE6F695D469AF346215C5A3E554F161D23C4BB40F91,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Symantec Class 3 Extended Validation Code Signing CA - G3,Symantec Corporation,US,Symantec Trust Network,2016-05-12 => 2026-05-11,RSA 2048 / sha256WithRSAEncryption,2a953218e10b4b7b6fd14b2a9ec30d26,E9EA875265C6A339114B3E91484EE50246E4A706,C267DC115D57DD0226279B346DF1953DD2C07A85CB48A0D899FD5724F5AF681F,VeriSign Universal Root Certification Authority,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2008 VeriSign, Inc. - For authorized use only"
PT Astra Daihatsu Motor CA,PT Astra Daihatsu Motor,ID,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-05-31 => 2026-05-30,RSA 2048 / sha256WithRSAEncryption,0dee65c7316fe4c7261600f939edd204,71021EE45322D2FA53544ECE1ECC5667D557DE20,9FF4EC074FE370818B15ABA1BBDCB0A4DBE3F8420A993A7B5176BCC7FB4E4EAD,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Symantec Basic DV SSL CA - G2,Symantec Corporation,US,"Symantec Trust Network,Domain Validated SSL",2016-06-07 => 2026-06-06,RSA 2048 / sha256WithRSAEncryption,1877f66568a782bba9fb42dae44e33d7,47F2DB11606B7A5836C5B9582CEFC33A0D67C4FE,DFF583E3A1ED35E57D95104817AD823C055FB9071CD400435B5FC74E692081DB,VeriSign Universal Root Certification Authority,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2008 VeriSign, Inc. - For authorized use only"
Abbott Laboratories Secure Code Signing CA,Abbott Laboratories Inc.,US,,2016-06-07 => 2026-06-07,RSA 2048 / sha256WithRSAEncryption,03c842e5f11e6f9da16e1a3b88efdd03,BFA97A7802D3D6ED5756E3FDA21EDED4BAAA3A9F,5F1A82C09CBAE239D4E3F0704C970755547E53E3CF290F9479FE7E98665FEF0F,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
Abbott Laboratories Secure Server CA,Abbott Laboratories Inc.,US,,2016-07-12 => 2026-07-12,RSA 2048 / sha256WithRSAEncryption,0b13aa6b26dbb59613e736a04453b828,1D144C5FAD1CE0234EE59E642F2B517753C0951C,6C69E201656440EB98CD0875764A1ED19015ED8C4427601ACA9C68AFA8973959,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Cisco Meraki CA,"Cisco Systems, Inc.",US,,2016-07-12 => 2026-07-12,RSA 2048 / sha256WithRSAEncryption,09a5bf049271c2a342ee90a1bf20556e,C67F2B6F34608D94715363BC8E6C74F55F70736B,199EE58009555DAE2CDA0626931C64391D6A88CCCB1F9F0B2EE80B667F581C06,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Cisco Meraki CA2,"Cisco Systems, Inc.",US,,2020-09-24 => 2026-07-12,RSA 2048 / sha256WithRSAEncryption,0c21aeca88e4f69558a9becff6a0d199,C9AAD90C702B359F6FC0B91B18ADCA508DE8F535,CDBCBEF16E37237702FACC4B55D3AB92A17CFA17835E13377AA4D2BA0FD47A02,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
TrustAsia DV SSL CA - G6,"TrustAsia Technologies, Inc.",CN,"Symantec Trust Network,Domain Validated SSL",2016-08-11 => 2026-08-10,RSA 2048 / sha256WithRSAEncryption,15c20b71ac2c36527a07667d871bc6d8,A6330AED726F8067B58004E18922768AB5A9110B,B90E17AB4B8778B10F9F28CBAA7664DE2EE3D66E1AFC574D168EDD24A10339FF,VeriSign Universal Root Certification Authority,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2008 VeriSign, Inc. - For authorized use only"
Abbott Laboratories Secure Authentication CA,Abbott Laboratories Inc.,US,,2016-08-23 => 2026-08-23,RSA 2048 / sha256WithRSAEncryption,0a458fd6350fda4248815a600ab3cc9c,2B35BA82B4A2A02D400D0675A94034A5F2854CD4,DB99A4F284CCF10B26DE7B7A5D651725B857CBC871EBB33028D67B55510EFCD9,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Cybertrust Japan Issuing CA-1,DigiCert Inc,US,www.digicert.com,2016-09-01 => 2026-09-01,RSA 2048 / sha256WithRSAEncryption,0c5b120dac42a1cb7b2089db176e0478,4B8FE3B160D85B627F660C6A425059C2A420A774,87942388D29A46C06FE1E56AAB791594D0FB2E8EABF124048F130EEA9BEDD3FD,Verizon Global Root CA,Verizon Business,US,OmniRoot
Hitachi Energy Assured ID CA,Hitachi Energy Ltd,CH,,2021-09-14 => 2026-09-13,RSA 4096 / sha256WithRSAEncryption,064f38b0110e6cf1904f365c328841d7,52E97CDE387F82B1B7C987B037330DB86D8F94F2,8EAEC34A01A9E7017FD4BCE8BA432A350A2A16561ABE0617CCE1A0D4B1E09EEC,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert SHA-2 RADIUS CA,DigiCert Inc,US,www.digicert.com,2016-09-20 => 2026-09-20,RSA 2048 / sha256WithRSAEncryption,037953f3cd747e3ee71b73407f3e8555,02EF785428EC5BFBF1C1814FB42F229A0D2A3BAF,524CF7331C4EE353EEB1ECD74E1F801A0F1F08DFA0322092F42205AFC3A17675,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Imprivata Secure ID CA-1,Imprivata,US,www.imprivata.com,2016-10-25 => 2026-10-25,RSA 2048 / sha256WithRSAEncryption,01a238e09791cc795830808201b2ee06,ADF21324A9F9C134936F7ABD11ECDCBF4B2B7D1D,B49B1B7209D1A83F6CDBBA743AD720ACC24440FB9002F9DDB3C6F2F5CE337A47,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
IBM Certification Authority G3,International Business Machines Corporation,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-11-10 => 2026-11-09,RSA 2048 / sha256WithRSAEncryption,027a07bbdc96b47e58dfb9039ab8f7df,4643971A591FCDDA757655CD901159C808C39424,CB16C58F10AFFDA46A0FC05BF49F0B707C579EC52E3527EEBA0448F9B8C16E99,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Symantec Class 2 MPKI Individual Subscriber CA - G3,Symantec Corporation,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-11-15 => 2026-11-14,RSA 2048 / sha256WithRSAEncryption,2fed6e8f92d45e05d447f2c5aa5d8860,8EF247A52C750F5E2DF59DAF71CDAF10F1557F91,E79BACE9FF58B8EE6D3BD94AE8ADB13DF42DFD86B3701BFF8EDFF5C4E84BAE91,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Symantec Class 2 MPKI Individual Subscriber CA - G3,Symantec Corporation,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-11-15 => 2026-11-14,RSA 2048 / sha256WithRSAEncryption,0917d7c9aa0cca8cf1b8aa1a06b4a7cd,5F0907240AF477B5E4B785629335F92D6B086026,A67582B9277224D9801027217156D283136B29FD2F33031781F604EB807970D7,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
DigiCert Grid Trust CA,DigiCert Grid,US,www.digicert.com,2011-12-07 => 2026-12-07,RSA 2048 / sha1WithRSAEncryption,0715561fe57f30be17898923c33a4450,DDD71EA523EBEE4DEB294124D3AE52D9CA1973AC,1E0A3AB993157717281D42ABF801EB64DEED500E4168CA706D6A71D8103C73A2,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
Fannie Mae Shared Online CA,Fannie Mae,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-12-20 => 2026-12-19,RSA 2048 / sha256WithRSAEncryption,5f8db68fa1feada2f199093e231a5a50,01441E0A2B12CF4CC652F230D1941F3EDD5A832F,D39495B310669DC6BFF57D547C53E3FF9E7B452BB609272C981F514CCA0B146F,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
Thomson Reuters - LEDO CA,Thomson Reuters Holdings Inc.,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-12-20 => 2026-12-19,RSA 2048 / sha256WithRSAEncryption,7ac08185dce029d685b8191d6b2a3804,516F69D77D168D79831BDDEF124E8C2DE5CA2932,F5DF7A85240E93C602EE9C6F77C2B126C7A37CED8F34DD714B82C47F31F3544D,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Comcast Trusted User CA,Comcast Corporation,US,,2017-01-17 => 2027-01-17,EC 256 / sha256WithECEncryption,052f1b1b6f8c9499f189886005cb5750,E28869637F9F8735B31ADED19AFEBE8C2710A4CD,5764D931D3FB3819BB5CD19DD09E075A3320114F079292494A4F64E92634808F,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
Comcast Trusted User RSA CA,Comcast Corporation,US,,2017-01-31 => 2027-01-31,RSA 2048 / sha256WithRSAEncryption,01093f4e70687685ee1478a50a5d1330,822438B1AD31305E1CE4128FB6FA87DBAE70AC23,9B8DD7F84D5AD52AADDEA5729A6DA865FF28EE944A8379FC274103B9B5F094D9,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
DigiCert EV Code Signing CA,DigiCert Inc,US,www.digicert.com,2012-04-18 => 2027-04-18,RSA 2048 / sha1WithRSAEncryption,0dd0e3374ac95bdbfa6b434b2a48ec06,846896AB1BCF45734855C61B63634DFD8719625B,376377FD1FAF4B8A5B1472647A70B941039A62D74CFE99447E48616F8D63A978,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
DigiCert EV Code Signing CA (SHA2),DigiCert Inc,US,www.digicert.com,2012-04-18 => 2027-04-18,RSA 2048 / sha256WithRSAEncryption,03f1b4e15f3a82f1149678b3d7d8475c,60EE3FC53D4BDFD1697AE5BEAE1CAB1C0F3AD4E3,C7460B0EDDA1B44C8E2164B234EBECC3962A6A37A936B74A6E7D46682938F084,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
ULA CA - G2,United Launch Alliance,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2017-04-25 => 2027-04-24,RSA 2048 / sha256WithRSAEncryption,606deff1e74aa9da30c0dbbe449aa060,EEA854E3D1D279C57EC8B1CBF7CA6A6E7D982382,4A84F84E880F3D96C3BFBA2AED67B0EE300FBEE0A4A90D736EF738A089FD6B17,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
WoSign EV SSL Pro CA,WoSign CA Limited,CN,,2017-05-23 => 2027-05-23,RSA 2048 / sha256WithRSAEncryption,0b7f9590e584d06f0b716a05ed9fe2fc,C0CDBE86C539F0A8BEAD82D82DF01B4DDA6FA349,891EE2E23282E5076C9AE9047DE8EA900E066F81D6DCD9B843C59078B0F105BC,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
WoSign OV SSL Pro CA,WoSign CA Limited,CN,,2017-05-23 => 2027-05-23,RSA 2048 / sha256WithRSAEncryption,0f79fbc45dcf3afd5730a57ab50431af,CAF415BAC356D194DA6FE89ECCB49DF4A216EACE,AA61C2927DC89DB225CA9A17D600373D058F696D86D10E2BD7B5E8F44A97EED1,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
WoSign EV Code Signing Pro CA,WoSign CA Limited,CN,,2017-05-23 => 2027-05-23,RSA 2048 / sha256WithRSAEncryption,05adbb5a0be81ed974cdd7ead159d738,3CE2118D75A2258C53A3D7A26512160E09AA0FE9,F6DFDED61FF88EF10B9E6DCFBCE0F1615E05866CEBAFCD6D48AEE80132C70347,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
Absa Bank Limited Public CA,Absa Bank Limited,ZA,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2017-06-08 => 2027-06-07,RSA 2048 / sha256WithRSAEncryption,79ba45d8665079bef6844ba57fad0770,0A21922B581BFCE5A33078AED8643D47551156B9,02302C4CF831335C9DD145DF91A8C1C703008FD234215D0E187895092BD81AD4,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
DC Government SHA2 EV Intermediate CA,Government of the District of Columbia,US,Office of the Chief Technology Officer,2017-07-13 => 2027-07-13,RSA 2048 / sha384WithRSAEncryption,0e2af32e9e3d7155da880af0dc34249e,1F76B03DDF6DED34C6108B17D30AD7336DE17DB9,F12241EE34C03A608D34DBC0EA465E1BD1AA13091554F9D4D086253FF3CE83D4,DigiCert Trusted Root G4,DigiCert Inc,US,www.digicert.com
